表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,45
手品,名詞,サ変接続,*,*,*,*,手品,テジナ,テジナ,,,,0,45
で,助詞,格助詞,一般,*,*,*,で,デ,デ,,,,0,45
、,記号,読点,*,*,*,*,、,、,、,,,,0,45
種,名詞,一般,*,*,*,*,種,タネ,タネ,,,,0,45
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,45
やっぱり,副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,,,,0,45
凹面鏡,名詞,一般,*,*,*,*,凹面鏡,オウメンキョウ,オーメンキョー,,,,0,45
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,45
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,45
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,45
。,記号,句点,*,*,*,*,。,。,。,,,,0,45
詳しい,形容詞,自立,*,*,形容詞・イ段,基本形,詳しい,クワシイ,クワシイ,,,,0,46
理窟,名詞,一般,*,*,*,*,理窟,リクツ,リクツ,,,,0,46
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,46
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク,,,,0,46
覚え,動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,,,,0,46
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,46
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,,,,0,46
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,,,,0,46
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン,,,,0,46
けれど,助詞,接続助詞,*,*,*,*,けれど,ケレド,ケレド,,,,0,46
、,記号,読点,*,*,*,*,、,、,、,,,,0,46
本もの,名詞,一般,*,*,*,*,本物,ホンモノ,ホンモノ,,,,0,46
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,46
紙幣,名詞,一般,*,*,*,*,紙幣,シヘイ,シヘイ,,,,0,46
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,46
箱,名詞,一般,*,*,*,*,箱,ハコ,ハコ,,,,0,46
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,46
下,名詞,一般,*,*,*,*,下,シタ,シタ,,,,0,46
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,,,,0,46
横,名詞,一般,*,*,*,*,横,ヨコ,ヨコ,,,,0,46
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,46
置い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,置く,オイ,オイ,,,,0,46
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,46
、,記号,読点,*,*,*,*,、,、,、,,,,0,46
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,,,,0,46
